Tarih,Tahmin_TRY,Alt_Sinir_TRY,Ust_Sinir_TRY
2025-12-06 04:00:00,2741.7101187203093,1790.7938651349953,3737.6762803412453
2025-12-06 05:00:00,2743.6588610835606,1702.7145745075454,3739.3627357182304
2025-12-06 06:00:00,2769.7774274259787,1774.1302628717272,3849.3965647455357
2025-12-06 07:00:00,2803.4872871741327,1774.5130578306073,3753.054420946899
2025-12-06 08:00:00,2950.1386785039285,1897.8324875077435,3996.6882512260663
2025-12-06 09:00:00,2861.1293154701248,1827.1047880487204,3956.555951990542
2025-12-06 10:00:00,2629.604183143664,1536.611017436357,3683.3078047669296
2025-12-06 11:00:00,2257.621198390976,1192.517678812863,3230.0747303209573
2025-12-06 12:00:00,2109.968929351758,1083.6169236037213,3071.938712039987
2025-12-06 13:00:00,2128.3025407803616,1062.3823529188107,3174.1306225482094
2025-12-06 14:00:00,2316.0309019466663,1225.8236266470365,3397.1499424080234
2025-12-06 15:00:00,2585.6662117728956,1500.3150445173337,3619.855540912137
2025-12-06 16:00:00,2865.426321437947,1783.8152968386926,3891.3486326738316
2025-12-06 17:00:00,2998.0082524596974,1964.9601762320422,4019.324382836275
2025-12-06 18:00:00,3184.8018413570508,2250.725307744646,4235.599284228765
2025-12-06 19:00:00,3177.4245632816846,2180.4426297542786,4193.079565539229
2025-12-06 20:00:00,3153.8705355467137,2158.3266919829075,4281.674417166065
2025-12-06 21:00:00,3096.5302919450332,2095.350074645658,4256.973595829877
2025-12-06 22:00:00,2818.9207465051522,1693.7905737674164,3849.4284357312945
2025-12-06 23:00:00,2609.2653550155355,1632.5930418966873,3532.5685957113037
2025-12-07 00:00:00,2781.3576674324668,1724.720258255929,3793.681696307289
2025-12-07 01:00:00,2556.2485885594606,1576.8870377997434,3676.2936738814515
2025-12-07 02:00:00,2400.2102308156177,1254.5188949357037,3406.2779043636438
2025-12-07 03:00:00,2316.240936300376,1218.262915458761,3355.3978233323796
2025-12-07 04:00:00,2282.772716558717,1238.7242703446832,3247.1562941958186
